transaction_id,amount,method,payment_date,trip_id,client_id
1908,518566.15,transfer,2025-04-07,28,953
1909,457302.36,transfer,2025-06-13,26,954
1910,93317.63,transfer,2025-02-18,88,954
1911,499118.91,crypto,2024-08-05,52,954
1912,129029.38,crypto,2024-08-27,4,955
1913,3669048.07,crypto,2025-01-14,34,956
1914,389798.58,crypto,2025-06-04,1,956
1915,232140.5,crypto,2025-02-20,97,957
1916,114325.32,transfer,2025-01-18,89,958
1917,268872.84,transfer,2025-01-01,86,958
1918,36224.94,crypto,2025-05-28,85,958
1919,390198.65,card,2025-01-08,84,959
1920,176937.71,card,2025-01-16,87,960
1921,2137969.3,transfer,2024-11-02,35,960
1922,346010.59,card,2025-02-19,41,960
1923,3669048.07,transfer,2024-09-11,34,961
1924,4636516.55,transfer,2024-11-01,16,961
1925,457302.36,transfer,2025-03-27,26,962
1926,76051.12,card,2024-07-16,9,963
1927,93696.13,crypto,2024-09-11,67,963
1928,523809.7,crypto,2025-04-16,82,964
1929,176937.71,crypto,2024-10-03,87,964
1930,181770.3,transfer,2025-04-29,63,964
1931,190647.86,card,2024-11-13,70,965
1932,79251.34,card,2024-09-01,3,966
1933,93285.58,crypto,2025-03-11,58,966
1934,533244.54,crypto,2025-06-05,48,967
1935,50014.27,transfer,2024-09-03,46,968
1936,1144661.1,crypto,2024-12-20,12,968
1937,112535.94,crypto,2024-12-17,55,969
1938,176937.71,transfer,2025-03-10,87,969
1939,58991.5,crypto,2024-12-16,2,969
1940,93317.63,crypto,2025-02-11,88,970
1941,25377.31,crypto,2025-02-19,30,971
1942,1057243.7,crypto,2024-09-12,50,972
1943,113798.86,transfer,2024-11-02,37,973
1944,247647.99,transfer,2025-06-16,74,974
1945,209298.96,card,2025-03-10,78,974
1946,376300.87,crypto,2025-02-17,93,975
1947,762675.24,card,2025-01-23,27,975
1948,3669048.07,crypto,2025-02-28,34,975
1949,4774754.74,card,2025-04-21,23,976
1950,1794990.64,card,2025-02-11,81,976
1951,267551.59,crypto,2024-09-19,43,976
1952,376300.87,card,2025-02-21,93,977
1953,533244.54,transfer,2025-06-14,48,978
1954,79251.34,transfer,2024-10-27,3,978
1955,155232.06,crypto,2025-01-10,11,978
1956,334367.45,card,2025-01-27,25,979
1957,36224.94,crypto,2024-07-07,85,980
1958,190647.86,crypto,2025-05-19,70,980
1959,90021.9,transfer,2025-02-26,76,981
1960,390198.65,card,2024-11-29,84,982
1961,307456.34,crypto,2024-09-14,64,982
1962,140846.04,transfer,2024-10-14,44,983
1963,533244.54,card,2025-05-24,48,984
1964,85365.21,card,2024-09-13,47,984
1965,762675.24,card,2024-08-15,27,985
1966,4774754.74,crypto,2024-06-19,23,986
1967,4299483.75,crypto,2024-12-28,13,986
1968,181747.73,card,2024-11-11,51,986
1969,2763839.79,crypto,2024-09-07,14,987
1970,1057243.7,crypto,2024-08-23,50,988
1971,148704.71,crypto,2024-08-21,8,988
1972,762675.24,card,2024-11-11,27,988
1973,314814.14,crypto,2024-06-19,39,989
1974,1057243.7,card,2025-03-16,50,990
1975,155232.06,transfer,2024-12-21,11,990
1976,198966.34,crypto,2025-05-11,77,991
1977,56039.73,crypto,2024-07-01,6,991
1978,47521.31,transfer,2025-02-28,96,992
1979,314814.14,card,2024-11-10,39,993
1980,181747.73,crypto,2024-11-02,51,994
1981,257823.53,transfer,2025-03-06,69,995
1982,314814.14,card,2024-11-25,39,996
1983,25377.31,card,2024-11-24,30,996
1984,153678.95,transfer,2024-09-13,73,997
1985,139687.94,crypto,2025-01-09,68,997
1986,163814.94,crypto,2025-03-23,19,998
1987,198966.34,crypto,2025-04-19,77,998
1988,494346.74,card,2025-05-21,66,998
1989,93285.58,card,2024-09-02,58,999
1990,267551.59,card,2025-04-26,43,1000
